text,label,clean_tweet
"8220 @user i'm not a bitch like @user 128129 lol 8221 sorry not sorry, tried to give him a hint that i didn't want to speak to him so idc 128524",1,not bitch like lol sorry not sorry try give hint not want speak idc
"8220 @user .@user shut up, faggot. 8221 128514 set himself up",1,shut faggot set
8220 @user oreo ice cream cake 128588 128525,0,oreo ice cream cake
8220 @user i got a natural mean face i be havin mean mugs and ion even be knowin bitch shut the fuck up 8221 right,1,get natural mean face havin mean mug ion even knowin bitch shut fuck right
8220 @user all i want for my birthday is a female with a large buttocks. 8221 big booty hoe,1,want birthday female large buttock big booty hoe
8220 @user my sister shittin on you hos once again @user wodeh bout dat action,1,sister shittin hos wodeh bout dat action
8220 @user lmaooo i find this shit so funny y'all hoes ain't content with working it out with one nigga boring,1,lmaooo find shit funny yall hoe not content work one nigga boring
8220 @user u look like a cotton picker tho @user about to put in field work 127944 8221 damn dee got all the jokes,1,u look like cotton picker tho put field work damn dee get joke
8220 @user 8220 @user @user wassup 8221 bye 8221 bitch you outta order,1,wassup bye bitch outta order
8220 @user 8220 @user this bitch lying to me 128514 128530 8221 128064 128064 128064 8221 messy yess,1,bitch lie messy yes
8220 @user alyssa you ignoring me bitch but you better text me back cause i'm serious ! 8221 fuck u smokey,1,alyssa ignore bitch good text back cause serious fuck u smokey
8220 @user i'm about too put sooooo much nut in my fucking mouth and gts frfr 128514 128514 128514 128128 8221 bitch yu nasty,1,put sooooo much nut fucking mouth gts frfr bitch yu nasty
8220 @user im so winning. 128525 128525 128525 bitch,1,im winning bitch
8220 @user the boy told lyssa make them 50 128514 128514 128514 128128 8221 128514 128514 128514 128128 yes bitch and i need em,1,boy tell lyssa make 50 yes bitch need em
8220 @user these hoes be playing w me like i won't send baby cain at they niggah !! 8221 yesss messy.,1,hoe play w like not send baby cain niggah yesss messy
8220 @user shoot that nigga and his shorty bitch 128299 128514 8221 8252 65039 8252 65039,1,shoot nigga shorty bitch
8220 @user iz no point in being jealous cuz dee hoes for everybody 128175 128175 128175 bucketsproverbs 8221,1,iz no point jealous cuz dee hoe everybody bucketsproverbs
8220 @user oomf a hoe hopper 128514 128514 128514 8221 127806 128064 127806,1,oomf hoe hopper
8220 @user what things do you love? 8212 myself weed pussy life 128129,1,thing love weed pussy life
8220 @user oomf a fake bitch ass nigga point blank period. smh 8221 awwww shittttttt,1,oomf fake bitch nigga point blank period smh shittttttt
8220 @user 8220 @user how i lose this sweet.. 8221 you ain't lose it you hide it lmfao viri tryna smoke that hoe to his self 8221 128514 128514 128514 boy...,1,lose sweet not lose hide lmfao viri try smoke hoe self boy
8220 @user 8220 @user kyrie fast than a bitch with the ball 8221 look like you out there lol 8221 lol i wish,1,kyrie fast bitch ball look like lol lol wish
8220 @user @user hahaha! she to much of a thottie for you! 8221 never fear captain save a thot is here to save that hoe 128526,1,hahaha much thottie never fear captain save thot save hoe
8220 @user @user happy birthday little bitch. 8221 bofl this made me laugh when i read it 128514 128514,1,happy birthday little bitch bofl make laugh read
8220 @user snap chat names please? 128527 128171 128166 8221 only bitch you can snapchatt is me,1,snap chat name please bitch snapchatt
8220 @user these hoes ain't loyal 8221 no they ain't,1,hoe not loyal no not
"8220 @user 8220 @user where the bitches at ,?? 128064 8221 yeah where they at 128064 8221 i don't know they probably at that party 128553",1,bitch yeah not know probably party
"8220 @user i got the giggles because i'm a fag, i ain't gon' lie lol 128514 128514 8221",1,get giggle fag not gon lie lol
8220 @user @user @user you a bitch 8221 they need to lock yo ass up for sayin some stupid shit like that,1,bitch need lock yo sayin stupid shit like
8220 @user no one likes i n d i r e c t ass bitches. 8221 128079,1,no one like n r e c bitch
8220 @user my lakers are going to be so trash this season i can't wait 128588 128079 128530 8221,0,lakers go trash season not wait
8220 @user boyfriends that'll eat yo pussy all day long ur da real mvp 128557 128079 8221,1,boyfriend thatll eat yo pussy day long ur da real mvp
8220 @user how you make a salad and have no vegetables on the bitch?!? give me a break. 128514 128557 128514 128557 8221 potato salad,1,make salad no vegetable bitch give break potato salad
8220 @user im so happy in the morning after i shave my pussy cuteness always sets me up for a good day 128522 8221 u need some dick,1,im happy morning shave pussy cuteness always set good day u need dick
"8220 @user i be laughing when my ex be tryna stunt, bitch you forgot i went with you i know what you got amp don't got 128514 128514 8221",1,laugh ex try stunt bitch forget go know get not get
8220 @user wish tonight was purge so i can get to hunting 8221 shut yo hoe ass up,1,wish tonight purge get hunt shut yo hoe
8220 @user what if i tell y'all i'm trying to turn up for bayou classic drinker 128520 8221 bitch you got the id.,1,tell yall try turn bayou classic drinker bitch get id
8220 @user 8220 @user lol i 4got rose been dat nicca tho 8221 1 never forget. 8221 lol yee i was trippin,1,lol 4got rise dat nicca tho 1 never forget lol yee trippin
8220 @user looking at nip rings i can't wait until i can change mine 128527 8221 128221 128064 128209 lmao,0,look nip ring not wait change mine lmao
8220 @user 8220 @user happy new year 127882 127881 127881 127881 127881 127881 127881 127882 127882 8221 check yo clock hun we got another hour lol.. 8221 they just did the lil count down thing,0,happy new year check yo clock hun get another hour lol lil count thing
8220 @user bitch gotta work all hard to clean that shit without ripping her skin 8221 lmaosjdusubejs,1,bitch get work hard clean shit without rip skin lmaosjdusubejs
8220 @user my friends are some insensitive bitches 128514 8221,1,friend insensitive bitch
8220 @user i'm tryna get some snow day dick 128514 128514 128514 128514 8221 gon make a nicca have a wreck out there tryn pull up on ya 128514 128514,1,try get snow day dick gon make nicca wreck tryn pull ya
8220 @user like why tf is this bitch following me ? 8221 128064,1,like tf bitch follow
8220 @user @user cuz you a hoe lol 8221 cuz you went on your lil rant on me man!,1,cuz hoe lol cuz go lil rant man
8220 @user @user that wasn't me hoe azz boi 8221 i'm sniff sniff sorry sniff sniff,1,not hoe azz boi sniff sniff sorry sniff sniff
8220 @user @user 128175 what u did mr bitches 8221 128514 stop calling me that but i balled,1,u mr bitch stop call ball
8220 @user ion eat cat . 128581 8221 bitch what you gay for then,1,ion eat cat bitch gay
8220 @user 8220 @user iont got not type ... bad bitches is the only thing that i like 8221 ayeee!! 8221 throw that ass in a sphere 128064 128514,1,iont get not type bad bitch thing like ayeee throw sphere
8220 @user niggas is hoes man i swear 8221,1,nigga hoes man swear
8220 @user this hoe mimi said i hurt my hand 128529 8221 128514 128514 128514 bitch her throat 128514 128514,1,hoe mimi say hurt hand bitch throat
8220 @user 128530 dis hoe bri will fuck up a wet dream 8221 pop up in the dream like,1,dis hoe bri fuck wet dream pop dream like
8220 @user @user u a hoe broski u gotta look at dat shit 8221 128064 128064,1,u hoe broski u get look dat shit
8220 @user lil bitty bitch 8221 128079 128079 128079 128079 128079 lingo,1,lil bitty bitch lingo
8220 @user shawty wanna charge for pussy but i'm like whoa now 128561 8221 turnt her on to cash she use to fuck for free,1,shawty want charge pussy like whoa turnt cash use fuck free
8220 @user victor amp shawn legs don't hurt? they jigg every damn night 128530 8221 128514 128514 128514,1,victor shawn leg not hurt jigg every damn night
8220 @user lol someone told me i had hoes so i sent them this 128514 128514 128514,1,lol someone tell hoe send
8220 @user bitch im weakkk vic 128514 128514 128514 8221 128514 128514,1,bitch im weakkk vic
"8220 @user fuck the girls , peep how he change when a nigga squared up against him 128514 128514 128514 128514 128514 128514 128514 128514 128514 bitch ass",1,fuck girl peep change nigga square bitch
8220 @user nobody cares about kirk bosley no 8221 i care bout my cousin hoe,1,nobody care kirk bosley no care bout cousin hoe
8220 @user men hop in they feelings much quicker than women. 8221 not me 128520 i hop in ya bitch,1,men hop feelings much quick woman not hop ya bitch
"8220 @user bitch i'm on, bitch i'm on my griiind 8221 thug luuuuuuv",1,bitch bitch griiind thug luuuuuuv
8220 @user my phone charging backwards 128533 8221 retarded,1,phone charge backwards retard
8220 @user i want some pussy wishfulthinking 8221,1,want pussy wishfulthinking
8220 @user @user fb hoe lol 8221 damn next time be nicer . lmfao,1,fb hoe lol damn next time nice lmfao
8220 @user right @user idk which one was selling pussy for 65 but that 8217 s way too high for them,1,right idk one sell pussy 65 way high
8220 @user @user ahhh you know who? so smart donny! 128516 but yes 128514 8221 yass! i'm glad you speak your mind to these 2faces hoes,1,ahhh know smart donny yes yass glad speak mind 2faces hoe
8220 @user gave that bitch a bib since she wanna act messy 8221,1,give bitch bib since want act messy
8220 @user im more excited about boosie getting out than valentines day 8221 he get vday pussy allstar weeekend pussy and mardi gras,1,im excited boosie get valentine day get vday pussy allstar weeekend pussy mardi gras
8220 @user i don't like popeye's spicy chicken 128545 8221 them bitches be on 10 boa you trippen,1,not like popeyes spicy chicken bitch 10 boa trippen
8220 @user 8220 @user i wonder if i @ oomf i be like i want fuck would i be wrong or 128533 8221 you a be one brave as bitch 128514 128514 8221 one day 128553 128514 128514,1,wonder oomf like want fuck would wrong one brave bitch one day
8220 @user it's so wonderful when you meet a dude that's not a bitch ass nigga these days 128514 8221 128588 128553,1,wonderful meet dude not bitch nigga day
8220 @user @user @user yeah he lowkey loves me he knows he's ma nigga 128076 8221 we don't love these hoes,1,yeah lowkey love know nigga not love hoe
8220 @user i'm 2 much for these niggas and 3 much for these hoes 128129 8221,1,2 much nigga 3 much hoe
8220 @user jordyn stays making fun of how i eat like a little bitch,1,jordyn stay make fun eat like little bitch
8220 @user he did go in i was actually surprised he when that hard @user n the crib listen 2 my nig g eazy 8221 don't diss my homie,1,go actually surprise hard n crib listen 2 nig g eazy not diss homie
8220 @user you aint special niglet @user when i'm chilling wit greg ppl walk up to me to ask me to take pics 8221 hatin,1,aint special niglet chill wit greg ppl walk ask take pic hatin
8220 @user gotta buy those anti slip shoes so these hoes won't catch me slipping 8221,1,got buy anti slip shoe hoe not catch slip
8220 @user 83 you're really cool you're good at basketball. and your a zebra 127936 128060 8221 is this @user?,0,83 really cool good basketball zebra
